Price,SquareFootage1,NumBathrooms2
186967.2311,0.18614757334106508,-0.7364053488844862
409837.8844,-0.7826150426278994,0.5783452642330694
470749.5279,2.1018659421070405,-0.6870306867656839
344345.3157,0.19158539508380815,-0.17476308081075012
105457.0652,-2.3276857250403697,0.7775775246671688
335858.8406,1.1108961070006593,-1.6561736193331018
330874.5842,2.1849022903281763,-1.673727424358412
182404.964,-0.1455248653551224,-0.34950692583935183
157016.0229,-2.690302673015994,1.3033268542808305
171020.9746,-2.525939427670482,-0.4566816888621899
475149.7195,1.5149094128994391,0.8119995399394487
127201.7428,-1.4468683174452714,0.2410737664160044
425016.2084,-0.044409006367798855,-0.04768993886354531
179111.0641,-2.3205436820853094,0.33717888407316926
441797.6611,1.858282159621252,-0.16938116291952832
383062.9673,1.3967743138614963,0.08621219713368854
183050.1678,-0.9929327719066652,-0.13973872223814351
214792.7871,-0.09472067139429742,-0.5709905169120237
210386.9226,-0.736776892363431,0.6920057638629231
284128.3875,-0.5721003042673184,0.0027368964896539367
658930.854,2.3243717090808724,2.6860951543046916
223631.1761,-1.4108689610379506,1.5922279284186998
458718.1038,-0.212145569692031,0.3373241600361337
355520.0706,-0.05215384253548628,1.421052101407592
303812.3481,-0.5833977578845319,0.7069579809571722
321465.721,-0.8489863663138495,-0.031364176399464504
176071.022,0.2742746834922717,-0.7007860798538875
321142.0997,0.7085789784850429,0.1658909327269637
293853.7085,-0.7986324742451418,1.1399517842209734
117408.8394,-3.2711962655441273,1.1552401074600127
358166.2244,-0.44817124962217636,0.07420013223946081
488321.9791,0.9640375196231353,0.06542519522711794
266132.3364,2.5388455670354357,-0.46708079955226867
135240.9527,-2.7685061076211346,0.6620794002119705
269500.4758,1.8439581088737227,-1.1306254834826481
296420.9407,0.40740888165131367,-1.1078502632765297
352245.6365,-0.18057982146429008,-0.13786754727809442
108036.1452,-1.098692654187062,-1.3233877296616279
469787.4253,-0.04025332721009486,0.4651173112916815
242474.8316,0.19527526949442575,-0.38505626596665543
195394.7271,-1.3639164587106027,-1.2384899486803405
423666.1849,0.10065584558935335,2.278334696383687
649298.622,2.1265669500325477,-0.14518345137584668
552908.7589,3.629532391817495,0.7737438043764469
